id,idc,name,address,type,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,borough,zip,cell,picksup,url
130,73,The Salvation Army Of Greater New York,148-15 Archer Avenue ,Books,"1000,1900","1000,1900","1000,1900","1000,1900","1000,1900","1000,1900",closed,Queens,11435,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
131,73,The Salvation Army Of Greater New York,148-15 Archer Avenue ,Electronics,"1000,1900","1000,1900","1000,1900","1000,1900","1000,1900","1000,1900",closed,Queens,11435,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
132,74,The Salvation Army Of Greater New York,208 E 23rd Street ,Books,"1000,1800","1000,1800","1000,1900","1000,1800","1000,1800","1000,1800",closed,Manhattan,10010,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
133,74,The Salvation Army Of Greater New York,208 E 23rd Street ,Electronics,"1000,1800","1000,1800","1000,1900","1000,1800","1000,1800","1000,1800",closed,Manhattan,10010,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
134,75,The Salvation Army Of Greater New York,208 Eighth Avenue,Clothing,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
135,75,The Salvation Army Of Greater New York,208 Eighth Avenue,Collectibles,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
136,75,The Salvation Army Of Greater New York,208 Eighth Avenue,Housewares,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
137,75,The Salvation Army Of Greater New York,208 Eighth Avenue,Automotive,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
138,75,The Salvation Army Of Greater New York,208 Eighth Avenue,Musical Instruments,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
139,75,The Salvation Army Of Greater New York,208 Eighth Avenue,Office Furniture,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
140,75,The Salvation Army Of Greater New York,208 Eighth Avenue,Shoes,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
141,75,The Salvation Army Of Greater New York,208 Eighth Avenue,Sporting Equipment,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
142,75,The Salvation Army Of Greater New York,208 Eighth Avenue,Toys,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
143,75,The Salvation Army Of Greater New York,208 Eighth Avenue,Electronics,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
144,75,The Salvation Army Of Greater New York,208 Eighth Avenue ,Books,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10011,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
145,76,The Salvation Army Of Greater New York,22 Quincy Street ,Books,"1000,1900","1000,1900","1000,1900","1000,1900","1000,1900","1000,1900",closed,Brooklyn,11238,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
146,76,The Salvation Army Of Greater New York,22 Quincy Street ,Electronics,"1000,1900","1000,1900","1000,1900","1000,1900","1000,1900","1000,1900",closed,Brooklyn,11238,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
147,77,The Salvation Army Of Greater New York,26 East 125th Street ,Electronics,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",Manhattan,10035,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
148,78,The Salvation Army Of Greater New York,268 W 96th Street ,Books,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,closed,Manhattan,10025,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
149,78,The Salvation Army Of Greater New York,268 W 96th Street ,Electronics,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,closed,Manhattan,10025,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
150,79,The Salvation Army Of Greater New York,34-02 Steinway Street ,Books,"1000,1800","1000,1800","1000,1900","1000,1800","1000,1800","1000,1900",closed,Queens,11101,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
151,79,The Salvation Army Of Greater New York,34-02 Steinway Street ,Electronics,"1000,1800","1000,1800","1000,1900","1000,1800","1000,1800","1000,1900",closed,Queens,11101,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
152,80,The Salvation Army Of Greater New York,39-11 61st Street ,Automotive,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Queens,11377,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
153,80,The Salvation Army Of Greater New York,39-11 61st Street ,Clothing,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Queens,11377,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
154,80,The Salvation Army Of Greater New York,39-11 61st Street ,Collectibles,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Queens,11377,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
155,80,The Salvation Army Of Greater New York,39-11 61st Street ,Electronics,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Queens,11377,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
156,80,The Salvation Army Of Greater New York,39-11 61st Street ,Household Furniture,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Queens,11377,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
157,80,The Salvation Army Of Greater New York,39-11 61st Street ,Housewares,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Queens,11377,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
158,80,The Salvation Army Of Greater New York,39-11 61st Street ,Musical Instruments,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Queens,11377,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
159,80,The Salvation Army Of Greater New York,39-11 61st Street ,Shoes,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Queens,11377,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
160,80,The Salvation Army Of Greater New York,39-11 61st Street ,Sporting Equipment,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Queens,11377,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
161,80,The Salvation Army Of Greater New York,39-11 61st Street ,Toys,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Queens,11377,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
162,81,The Salvation Army Of Greater New York,436 Atlantic Avenue ,Books,"1000,1900","1000,1900","1000,1900","1000,1900","1000,1900","1000,1900",closed,Brooklyn,11217,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
163,81,The Salvation Army Of Greater New York,436 Atlantic Avenue ,Electronics,"1000,1900","1000,1900","1000,1900","1000,1900","1000,1900","1000,1900",closed,Brooklyn,11217,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
164,82,The Salvation Army Of Greater New York,536 W. 46th St.,Electronics,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10036,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
165,82,The Salvation Army Of Greater New York,536 W. 46th St. ,Books,"1000,1800","1000,1800","1000,1800","1000,1800","1000,1800","1000,1800",closed,Manhattan,10036,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
166,83,The Salvation Army Of Greater New York,6822 Third Avenue ,Electronics,"1000,1900","1000,1900","1000,1900","1000,1900","1000,1900","1000,1900",closed,Brooklyn,11220,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
167,84,Unique Boutique,1674 3rd Avenue ,Books,"1000,2045","1000,2045","1000,2045","1000,2045","1000,2045","1000,2045","1100,1945",Manhattan,10128,(212) 427-0077,0,
168,85,Unique Boutique Thrift Shop,487 Columbus Avenue ,Books,"1000,2100","1000,2100","1000,2100","1000,2100","1000,2100","1000,2100","1100,2000",Manhattan,10024,(212) 362-8877,0,
169,86,Women's Environment and Development Organization,9 East 37th St. 5th Floor ,Electronics,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",closed,closed,Manhattan,10016,(212) 973-0325,0,http://www.wedo.org
170,87,WPA,110 Second Avenue,Electronics,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Manhattan,10003,(646) 292-7740,0,
171,87,WPA,110 Second Avenue,home Appliances,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Manhattan,10003,(646) 292-7740,0,
172,88,WPA,2632 Atlantic Avenue 1st & 2nd ,Electronics,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Brooklyn,11207,(646) 292-7740,0,
173,88,WPA,2632 Atlantic Avenue 1st & 2nd ,Toys,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Brooklyn,11207,(646) 292-7740,0,
174,88,WPA,2632 Atlantic Avenue 1st & 2nd ,Automotive,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Brooklyn,11207,(646) 292-7740,0,
175,88,WPA,2632 Atlantic Avenue 1st & 2nd ,Building Products,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Brooklyn,11207,(646) 292-7740,0,
176,88,WPA,2632 Atlantic Avenue 1st & 2nd ,Housewares,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Brooklyn,11207,(646) 292-7740,0,
177,88,WPA,2632 Atlantic Avenue 1st & 2nd ,Musical Instruments,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Brooklyn,11207,(646) 292-7740,0,
178,88,WPA,2632 Atlantic Avenue 1st & 2nd ,Office Furniture,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Brooklyn,11207,(646) 292-7740,0,
179,88,WPA,2632 Atlantic Avenue 1st & 2nd ,Home Appliances,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Brooklyn,11207,(646) 292-7740,0,
180,89,WPA,347 East 10th Street ,Electronics,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Manhattan,10009,(646) 292-7740,0,
181,89,WPA,347 East 10th Street ,Home Appliances,"0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700","0900,1700",Manhattan,10009,(646) 292-7740,0,
182,90,YA-YA Network,224 W 29th 14th ,Books,"1200,1800","1230,1800","1200,1800","1200,1800",closed,closed,closed,Manhattan,10001,(212) 239-0022,1,http://www.yayanetwork.org/
183,90,YA-YA Network,224 W 29th 14th ,Electronics,"1200,1800","1200,1800","1200,1800","1200,1800",closed,closed,closed,Manhattan,10001,(212) 239-0022,1,http://www.yayanetwork.org/
184,90,YA-YA Network,224 W 29th 14th ,Paper & Cardboard,"1200,1800","1200,1800","1200,1800","1200,1800",closed,closed,closed,Manhattan,10001,(212) 239-0022,1,http://www.yayanetwork.org/
185,91,Habitat For Humanity NYC ReStore,62-01 Northern Blvd. ,Automotive,closed,"1000,2000","1000,2000","1000,2000","1000,2000","1000,2000","1200,1800",Queens,11377,(646) 876-9460,0,https://habitatnyc.org/restore
186,91,Habitat For Humanity NYC ReStore,62-01 Northern Blvd. ,Building Products,closed,"1000,2000","1000,2000","1000,2000","1000,2000","1000,2000","1200,1800",Queens,11377,(646) 876-9460,0,https://habitatnyc.org/restore
187,91,Habitat For Humanity NYC ReStore,62-01 Northern Blvd. ,Home Appliances,closed,"1000,2000","1000,2000","1000,2000","1000,2000","1000,2000","1200,1800",Queens,11377,(646) 876-9460,0,https://habitatnyc.org/restore
188,91,Habitat For Humanity NYC ReStore,62-01 Northern Blvd. ,Household Furniture,closed,"1000,2000","1000,2000","1000,2000","1000,2000","1000,2000","1200,1800",Queens,11377,(646) 876-9460,0,https://habitatnyc.org/restore
189,91,Habitat For Humanity NYC ReStore,62-01 Northern Blvd. ,Housewares,closed,"1000,2000","1000,2000","1000,2000","1000,2000","1000,2000","1200,1800",Queens,11377,(646) 876-9460,0,https://habitatnyc.org/restore
190,91,Habitat For Humanity NYC ReStore,62-01 Northern Blvd. ,Office Furniture,closed,"1000,2000","1000,2000","1000,2000","1000,2000","1000,2000","1200,1800",Queens,11377,(646) 876-9460,0,https://habitatnyc.org/restore
191,92,"Family Service Network of NY, Inc",1420 Bushwick Ave,Home Appliances,"0900,1300",closed,"0900,1300",closed,closed,closed,closed,Brooklyn,11207,(718) 455-6010,0,
192,93,The Salvation Army Of Greater New York,176 Bedford Avenue,Automotive,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Brooklyn,11249,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
193,93,The Salvation Army Of Greater New York,176 Bedford Avenue,Clothing,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Brooklyn,11249,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
194,93,The Salvation Army Of Greater New York,176 Bedford Avenue,Collectibles,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Brooklyn,11249,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
195,93,The Salvation Army Of Greater New York,176 Bedford Avenue,Electronics,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Brooklyn,11249,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
196,93,The Salvation Army Of Greater New York,176 Bedford Avenue,Household Furniture,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Brooklyn,11249,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
197,93,The Salvation Army Of Greater New York,176 Bedford Avenue,Musical Instruments,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Brooklyn,11249,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
198,93,The Salvation Army Of Greater New York,176 Bedford Avenue,Office Furniture,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Brooklyn,11249,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
199,93,The Salvation Army Of Greater New York,176 Bedford Avenue,Shoes,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Brooklyn,11249,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
200,93,The Salvation Army Of Greater New York,176 Bedford Avenue,Sporting Equipment,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Brooklyn,11249,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
201,93,The Salvation Army Of Greater New York,176 Bedford Avenue,Toys,"0900,1730","0900,1730","0900,1730","0900,1730","0900,1730","0900,1730",closed,Brooklyn,11249,(800) 728-7825,1,http://ny.salvationarmy.org/GreaterNewYork
202,94,Jewish Institute of Queens,60-05 Woodhaven Blvd ,Building Products,"0900,1600","0900,1600","0900,1600","0900,1600","0900,1600",closed,closed,Queens,11373,(718) 426-9369,0,http://www.jiq.org
203,94,Jewish Institute of Queens,60-05 Woodhaven Blvd ,Office Furniture,"0900,1600","0900,1600","0900,1600","0900,1600","0900,1600",closed,closed,Queens,11373,(718) 426-9369,0,http://www.jiq.org
